787,1.45,1.03,1.49
786,1.46,1.03,1.5
781,1.45,1.02,1.48
784,1.45,1.02,1.49
788,1.46,1.04,1.48
785,1.45,1.03,1.49
786,1.45,1.03,1.49
694,1.23,1.04,1.49
689,1.23,1.03,1.48
672,1.23,1.02,1.41
676,1.23,1.06,1.41
675,1.24,1.04,1.41
691,1.24,1.04,1.49
690,1.24,1.04,1.48
694,1.24,1.06,1.48
694,1.23,1.06,1.48
693,1.23,1.06,1.48
697,1.23,1.05,1.5
699,1.23,1.07,1.48
694,1.23,1.06,1.48
694,1.23,1.05,1.48
695,1.23,1.05,1.49
702,1.24,1.08,1.49
697,1.23,1.06,1.49
696,1.23,1.05,1.49
696,1.23,1.05,1.5
